time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-01T15:28:30.440Z,19.4608,-65.372,76,3.68,md,16,295,1.1567,0.47,pr,pr2020122016,2020-05-01T23:31:01.154Z,"135km NNE of Vieques, Puerto Rico",earthquake,4.44,9.85,0.04,7,reviewed,pr,pr
2020-05-01T15:11:43.881Z,18.3443,145.4507,295.44,4.2,mb,,154,3.103,0.81,us,us70009898,2020-05-01T17:50:27.040Z,"42km NW of Pagan, Northern Mariana Islands",earthquake,10.7,8.1,0.106,25,reviewed,us,us
2020-05-01T15:08:19.786Z,38.0673,-118.8047,10.9,0.8,ml,6,198.21,0.299,0.1114,nn,nn00724226,2020-05-02T02:09:02.542Z,"42km ESE of Bridgeport, California",earthquake,,12.2,0.32,3,reviewed,nn,nn
2020-05-01T15:06:31.280Z,19.2166672,-155.4036713,32.39,1.98,md,28,163,0.02153,0.12,hv,hv71495592,2020-05-01T15:09:35.280Z,"8km E of Pahala, Hawaii",earthquake,0.71,1.15,0.17,5,automatic,hv,hv
2020-05-01T15:01:36.183Z,62.9795,-150.6556,108,1.2,ml,,,,0.3,ak,ak0205m0i4tu,2020-05-01T15:06:56.762Z,"78km NNW of Talkeetna, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-05-01T14:56:50.280Z,35.8601667,-117.679,8.01,0.68,ml,19,58,0.07968,0.1,ci,ci38475626,2020-05-01T17:44:39.714Z,"22km ESE of Little Lake, CA",earthquake,0.14,0.38,0.078,6,reviewed,ci,ci
2020-05-01T14:36:44.580Z,18.8773327,-155.2521667,5.08,2.12,md,20,263,0.3405,0.37,hv,hv71495567,2020-05-01T14:39:49.180Z,"43km SSE of Pahala, Hawaii",earthquake,1.83,2.88,0.17,9,automatic,hv,hv
2020-05-01T14:30:48.293Z,-30.63,-71.4315,44.75,4.2,mwr,,130,0.672,0.91,us,us70009882,2020-05-02T08:46:00.040Z,"22km W of Ovalle, Chile",earthquake,5.7,17.6,,,reviewed,us,guc
2020-05-01T14:22:41.836Z,61.611,-150.522,49.9,1.2,ml,,,,0.49,ak,ak0205m017os,2020-05-01T14:27:06.107Z,"29km WSW of Willow, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-05-01T14:19:52.610Z,18.0208,-66.822,4,2.35,md,8,174,0.2169,0.1,pr,pr2020122015,2020-05-01T14:37:43.821Z,"2km N of Indios, Puerto Rico",earthquake,0.36,0.72,0.16,7,reviewed,pr,pr
2020-05-01T14:16:47.770Z,34.0093333,-117.1745,11.71,0.97,ml,22,59,0.1158,0.16,ci,ci38475618,2020-05-01T14:34:43.161Z,"5km S of Redlands, CA",earthquake,0.26,0.84,0.21,30,reviewed,ci,ci
2020-05-01T14:16:17.570Z,19.201334,-155.4321594,33.06,1.84,md,26,145,0.04865,0.11,hv,hv71495552,2020-05-01T14:19:26.210Z,"5km E of Pahala, Hawaii",earthquake,0.73,1.16,0.01,3,automatic,hv,hv
2020-05-01T13:59:52.800Z,36.1071667,-117.586,0.93,1.18,ml,12,105,0.1641,0.15,ci,ci38475602,2020-05-01T14:35:11.410Z,"33km ENE of Coso Junction, CA",earthquake,0.38,0.53,0.142,14,reviewed,ci,ci
2020-05-01T13:58:03.290Z,36.106,-117.588,0.76,1.71,ml,19,73,0.1647,0.13,ci,ci38475594,2020-05-01T14:36:14.190Z,"33km ENE of Coso Junction, CA",earthquake,0.27,0.46,0.19,27,reviewed,ci,ci
2020-05-01T13:50:54.060Z,32.8141667,-115.595,8.63,1.25,ml,24,103,0.09172,0.18,ci,ci38475586,2020-05-01T17:36:34.124Z,"4km SSW of Imperial, CA",earthquake,0.32,0.78,0.184,12,reviewed,ci,ci
2020-05-01T13:49:33.117Z,37.3516,-117.1253,0,0.4,ml,7,228.48,0.119,0.1614,nn,nn00724220,2020-05-02T02:09:00.633Z,"40km SSE of Goldfield, Nevada",earthquake,,0,0.22,4,reviewed,nn,nn
2020-05-01T13:48:39.631Z,4.6198,127.0656,90.37,4.8,mww,,105,2.847,0.83,us,us7000987q,2020-05-01T14:04:30.040Z,"197km ESE of Sarangani, Philippines",earthquake,8.6,7.4,0.098,10,reviewed,us,us
2020-05-01T13:46:12.891Z,63.4977,-150.9016,1.2,1.4,ml,,,,0.76,ak,ak0205lzkv0t,2020-05-01T14:02:39.305Z,"98km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-05-01T13:44:45.161Z,64.7584,-148.9953,19.6,0.9,ml,,,,0.59,ak,ak0205lzki3h,2020-05-01T13:51:14.697Z,"20km NNE of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-05-01T13:43:51.770Z,58.1696667,-155.3448333,0.96,0.28,ml,10,76,0.04141,0.08,av,av62162981,2020-05-01T19:03:15.210Z,"96km SE of King Salmon, Alaska",earthquake,0.27,1.23,0.353,11,reviewed,av,av
2020-05-01T13:40:22.280Z,58.1625,-155.3228333,1.39,-1.18,ml,5,118,0.04772,0.03,av,av70891189,2020-05-01T18:33:00.100Z,"97km SE of King Salmon, Alaska",earthquake,0.32,1.74,0.217,5,reviewed,av,av
2020-05-01T13:37:44.670Z,33.2293333,-116.7381667,11.52,0.55,ml,29,33,0.01849,0.15,ci,ci38475562,2020-05-01T18:48:39.414Z,"3km ESE of Lake Henshaw, CA",earthquake,0.21,0.56,0.14,10,reviewed,ci,ci
2020-05-01T13:25:59.580Z,47.5986667,-113.9571667,16.35,-0.04,md,7,145,0.094,0.11,mb,mb80415839,2020-05-01T22:06:14.240Z,"12km E of Pablo, Montana",earthquake,0.57,0.89,0.126,5,reviewed,mb,mb
2020-05-01T13:22:02.512Z,63.1513,-151.5134,3.8,1.4,ml,,,,0.95,ak,ak0205lzfp23,2020-05-01T13:25:36.830Z,"116km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-01T13:13:31.620Z,32.765,-116.0231667,11.61,1,ml,8,124,0.06785,0.11,ci,ci38475546,2020-05-01T14:35:50.639Z,"4km NW of Ocotillo, CA",earthquake,0.3,0.5,0.241,10,reviewed,ci,ci
2020-05-01T13:12:26.980Z,38.8195,-122.7983322,3.09,0.55,md,11,103,0.009963,0.02,nc,nc73378885,2020-05-01T13:44:02.701Z,"6km NW of The Geysers, CA",earthquake,0.44,1.25,,1,automatic,nc,nc
2020-05-01T13:09:05.190Z,52.0411667,-176.1471667,2.03,-0.91,ml,4,161,0.01366,0.09,av,av70891219,2020-05-01T18:57:43.250Z,"39km ENE of Adak, Alaska",earthquake,1.67,1.22,0.14,4,reviewed,av,av
2020-05-01T13:01:33.470Z,52.0335,-176.1175,-0.53,-0.76,ml,4,156,0.02798,0.05,av,av70891214,2020-05-01T18:57:42.250Z,"40km ENE of Adak, Alaska",earthquake,0.25,0.4,0.248,4,reviewed,av,av
2020-05-01T12:59:12.050Z,52.0515,-176.1371667,3.33,-0.62,ml,4,109,0.006805,0.18,av,av70891209,2020-05-01T18:41:04.160Z,"40km ENE of Adak, Alaska",earthquake,0.65,1.07,0.199,4,reviewed,av,av
2020-05-01T12:56:29.560Z,52.0375,-176.1163333,-0.55,-0.83,ml,4,146,0.02558,0.08,av,av70891204,2020-05-01T18:39:32.880Z,"41km ENE of Adak, Alaska",earthquake,0.23,0.39,0.171,4,reviewed,av,av
2020-05-01T12:42:34.694Z,61.5377,-150.433,54.7,1.1,ml,,,,0.48,ak,ak0205lyym99,2020-05-01T12:45:17.460Z,"25km W of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-05-01T12:31:40.940Z,33.6283333,-116.6721667,13.07,-0.18,ml,12,86,0.04048,0.05,ci,ci38475522,2020-05-01T23:54:38.072Z,"8km N of Anza, CA",earthquake,0.21,0.36,0.142,6,reviewed,ci,ci
2020-05-01T12:29:58.300Z,37.5965,-119.0083333,1.97,0.31,md,10,225,0.01925,0.02,nc,nc73378880,2020-05-01T23:07:03.050Z,"5km SSW of Mammoth Lakes, CA",earthquake,1.06,0.58,0.222,8,reviewed,nc,nc
2020-05-01T12:27:23.965Z,63.6022,-150.8906,0.3,2.3,ml,,,,1.07,ak,ak0205lyvdod,2020-05-01T12:37:35.206Z,"99km WSW of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-01T12:25:10.250Z,44.2997,-115.1641,10,2.8,ml,,65,0.271,0.59,us,us7000986p,2020-05-01T15:07:58.235Z,"73km ESE of Cascade, Idaho",earthquake,2.5,2,0.051,50,reviewed,us,us
2020-05-01T12:21:19.410Z,33.2285,-116.7356667,11.5,0.75,ml,36,36,0.02074,0.15,ci,ci38475506,2020-05-01T17:18:00.022Z,"3km ESE of Lake Henshaw, CA",earthquake,0.17,0.41,0.091,21,reviewed,ci,ci
2020-05-01T12:17:59.850Z,33.31,-116.1756667,10.2,0.83,ml,32,44,0.1237,0.16,ci,ci38475498,2020-05-01T17:06:09.952Z,"19km SSW of Oasis, CA",earthquake,0.19,0.51,0.112,13,reviewed,ci,ci
2020-05-01T12:11:05.680Z,17.9626,-66.9643,9,2.86,md,21,187,0.0802,0.12,pr,pr2020122014,2020-05-01T20:13:40.257Z,"6km WSW of Guanica, Puerto Rico",earthquake,0.39,0.67,0.35,14,reviewed,pr,pr
2020-05-01T12:10:14.150Z,33.2301667,-116.7365,10.21,1.07,ml,43,35,0.01954,0.19,ci,ci38475490,2020-05-01T14:37:18.550Z,"3km ESE of Lake Henshaw, CA",earthquake,0.21,0.44,0.122,25,reviewed,ci,ci
2020-05-01T12:09:21.710Z,52.0515,-176.14,3.57,-0.62,ml,4,108,0.005344,0.17,av,av70891194,2020-05-01T18:35:01.670Z,"40km ENE of Adak, Alaska",earthquake,0.65,1.01,0.206,4,reviewed,av,av
2020-05-01T12:04:12.880Z,19.2061672,-155.4633331,36.48,1.89,md,39,103,0.0505,0.12,hv,hv71495457,2020-05-01T12:07:25.480Z,"1km E of Pahala, Hawaii",earthquake,0.58,1.09,0.14,10,automatic,hv,hv
2020-05-01T12:01:15.600Z,33.9888333,-116.0501667,7.05,1.28,ml,24,94,0.1204,0.22,ci,ci38475482,2020-05-01T13:10:47.055Z,"17km S of Twentynine Palms, CA",earthquake,0.41,1.05,0.138,27,reviewed,ci,ci
2020-05-01T11:57:00.900Z,35.867,-117.6658333,10.38,0.82,ml,14,95,0.07549,0.06,ci,ci38475474,2020-05-01T13:11:05.057Z,"23km ESE of Little Lake, CA",earthquake,0.21,0.34,0.143,8,reviewed,ci,ci
2020-05-01T11:54:44.980Z,39.343,-123.2641667,5.91,1.21,md,14,76,0.06429,0.06,nc,nc73378875,2020-05-02T00:53:03.976Z,"10km NNW of Redwood Valley, CA",earthquake,0.29,0.73,0.031,9,reviewed,nc,nc
2020-05-01T11:54:34.421Z,60.4545,-140.8682,0,1.6,ml,,,,0.82,ak,ak0205lyfr73,2020-05-01T11:59:55.587Z,"96km ENE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-01T11:53:41.069Z,66.3394,-157.2196,12.6,1.4,ml,,,,1,ak,ak0205lyfk0q,2020-05-01T11:56:33.845Z,"65km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-05-01T11:51:48.850Z,36.1051667,-117.8893333,3.76,1.4,ml,15,90,0.03054,0.13,ci,ci38475466,2020-05-01T13:11:16.056Z,"8km NE of Coso Junction, CA",earthquake,0.29,0.41,0.208,20,reviewed,ci,ci
2020-05-01T11:49:00.430Z,38.7768326,-122.7448349,1.39,0.6,md,10,71,0.01745,0.03,nc,nc73378870,2020-05-01T12:46:02.296Z,"1km E of The Geysers, CA",earthquake,0.35,0.84,0.02,3,automatic,nc,nc
2020-05-01T11:45:40.980Z,17.8368,-66.8435,8,2.57,md,12,255,0.2406,0.29,pr,pr2020122013,2020-05-01T11:59:10.903Z,"16km SSE of Guanica, Puerto Rico",earthquake,1.24,1.57,0.09,6,reviewed,pr,pr
2020-05-01T11:43:28.848Z,39.5601,-119.9525,5.6,0.3,ml,10,91.37,0.048,0.1422,nn,nn00724218,2020-05-02T02:08:57.506Z,"5km NE of Verdi, Nevada",earthquake,,1.8,0.43,5,reviewed,nn,nn
2020-05-01T11:34:48.600Z,58.2258333,-155.1905,3.66,-0.8,ml,5,232,0.01703,0.04,av,av70891184,2020-05-01T18:30:57.120Z,"100km ESE of King Salmon, Alaska",earthquake,0.57,1.24,0.29,5,reviewed,av,av
2020-05-01T11:28:48.840Z,53.8568333,-166.6426667,8.71,-0.17,ml,5,142,0.03645,0.09,av,av70891174,2020-05-01T18:24:23.090Z,"7km WSW of Dutch Harbor, Alaska",earthquake,0.46,0.72,0.262,5,reviewed,av,av
2020-05-01T11:25:52.431Z,62.7447,-148.3436,42.7,1.6,ml,,,,0.67,ak,ak0205ly9kty,2020-05-01T11:36:18.261Z,"78km SSE of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-05-01T11:10:42.414Z,37.093,-114.799,0,1.2,ml,6,112.8,0.654,0.1583,nn,nn00724161,2020-05-01T20:37:16.506Z,"44km SE of Alamo, Nevada",earthquake,,0,0.42,3,reviewed,nn,nn
2020-05-01T11:10:29.470Z,17.8828,-66.8666,12,2.69,md,13,243,0.0932,0.17,pr,pr2020122012,2020-05-01T11:36:25.630Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.76,0.48,0.3,7,reviewed,pr,pr
2020-05-01T11:01:39.507Z,42.2348,24.893,10,4.5,mb,,25,1.19,0.87,us,us70009865,2020-05-02T05:09:09.801Z,"9km SW of Rakovski, Bulgaria",earthquake,5,1.9,0.073,56,reviewed,us,us
2020-05-01T10:59:28.520Z,58.2281667,-155.1846667,3.72,-0.8,ml,6,214,0.01448,0.07,av,av70891179,2020-05-01T18:26:55.030Z,"100km ESE of King Salmon, Alaska",earthquake,0.58,1.25,0.384,5,reviewed,av,av
2020-05-01T10:58:13.900Z,46.302,-122.363333333333,8.8,0.79,ml,20,156,0.01514,0.2,uw,uw61618481,2020-05-01T19:43:01.000Z,"29km SSW of Morton, Washington",earthquake,0.59,0.8,0.303812781624478,13,reviewed,uw,uw
2020-05-01T10:57:43.546Z,58.2483,-155.2167,0,1.4,ml,,,,0.61,ak,ak0205lxuzgy,2020-05-01T18:20:55.140Z,"101km ESE of King Salmon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-01T10:53:00.860Z,17.8896,-66.8685,12,2.95,md,19,232,0.0862,0.18,pr,pr2020122010,2020-05-01T18:55:28.024Z,"7km SE of Maria Antonia, Puerto Rico",earthquake,0.72,0.46,0.25,11,reviewed,pr,pr
2020-05-01T10:50:15.510Z,38.8106651,-122.8209991,2.6,0.78,md,22,59,0.006637,0.02,nc,nc73378865,2020-05-01T12:21:04.351Z,"7km WNW of The Geysers, CA",earthquake,0.22,0.52,0.14,2,automatic,nc,nc
2020-05-01T10:46:55.050Z,19.2118333,-155.3813333,32.03,1.7,md,19,162,0.02976,0.1,hv,hv71495382,2020-05-01T20:25:53.460Z,"10km E of Pahala, Hawaii",earthquake,0.63,0.97,0.081,10,reviewed,hv,hv
2020-05-01T10:45:35.735Z,59.7575,-151.4823,47.4,1,ml,,,,0.07,ak,ak0205lxse9o,2020-05-01T10:52:35.502Z,"10km WNW of Fritz Creek, Alaska",earthquake,,2.1,,,automatic,ak,ak
2020-05-01T10:31:04.580Z,19.1981667,-155.448,32.19,1.72,md,17,219,0.06939,0.09,hv,hv71495367,2020-05-01T19:58:43.650Z,"3km ESE of Pahala, Hawaii",earthquake,0.68,0.82,0.027,10,reviewed,hv,hv
2020-05-01T10:27:58.810Z,38.0501667,-118.7443333,2.7,1.65,md,26,110,0.2756,0.06,nc,nc73378860,2020-05-02T08:32:03.102Z,"30km SE of Bodie, CA",earthquake,0.33,8.04,0.301,25,reviewed,nc,nc
2020-05-01T10:23:48.970Z,19.0058,-67.7218,12,3.39,md,16,325,0.667,0.33,pr,pr2020122009,2020-05-01T18:26:22.624Z,"79km NW of San Antonio, Puerto Rico",earthquake,13.04,18.43,0.1,9,reviewed,pr,pr
2020-05-01T10:23:30.293Z,61.3994,-149.497,15.6,1.3,ml,,,,0.98,ak,ak0205lxno3r,2020-05-01T10:34:40.669Z,"13km SSE of Knik-Fairview, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-05-01T10:22:45.090Z,38.586,-112.5956667,4.13,0.98,md,6,170,0.1187,0.04,uu,uu60383077,2020-05-01T15:19:04.610Z,"34km N of Beaver, Utah",earthquake,1.08,3.07,0.457,4,reviewed,uu,uu
2020-05-01T10:20:58.989Z,60.1098,-152.6941,94.4,1.5,ml,,,,0.56,ak,ak0205lxn388,2020-05-01T10:27:27.945Z,"41km S of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-01T10:19:44.580Z,39.2064,-119.6312,0,0.1,ml,3,266.25,0.085,0.1681,nn,nn00724217,2020-05-02T02:08:53.570Z,"4km SW of Dayton, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2020-05-01T10:12:26.790Z,40.0932,-119.6819,16.9,0.8,ml,5,175.7,0.086,0.184,nn,nn00724216,2020-05-02T02:08:52.138Z,"49km N of Spanish Springs, Nevada",earthquake,,2.7,0.3,3,reviewed,nn,nn
2020-05-01T10:12:10.901Z,63.3479,-151.772,0,1.6,ml,,,,0.97,ak,ak0205lxl9qa,2020-05-01T10:17:54.361Z,"141km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-01T10:03:31.960Z,17.8903,-66.8651,12,2.91,md,18,237,0.086,0.2,pr,pr2020122008,2020-05-01T11:12:04.040Z,"2km WSW of Indios, Puerto Rico",earthquake,0.79,0.56,0.2,12,reviewed,pr,pr
2020-05-01T10:02:16.570Z,19.2243333,-155.3195,38.89,1.81,md,39,186,0.07244,0.12,hv,hv71495342,2020-05-01T20:12:33.070Z,"17km E of Pahala, Hawaii",earthquake,0.61,0.69,0.084,18,reviewed,hv,hv
2020-05-01T09:59:43.610Z,17.8995,-66.8693,11,2.57,md,22,209,0.0762,0.22,pr,pr2020122011,2020-05-01T13:23:58.040Z,"18km SSE of Guanica, Puerto Rico",earthquake,0.53,0.58,0.01,3,reviewed,pr,pr
2020-05-01T09:56:57.629Z,55.3937,-149.1945,10,3.2,ml,,239,2.925,0.62,us,us7000985i,2020-05-01T16:44:46.189Z,"Gulf of Alaska",earthquake,11.4,2,0.06,36,reviewed,us,us
2020-05-01T09:55:59.545Z,39.5282,-120.3478,5.8,0.1,ml,9,179.84,0.178,0.1474,nn,nn00724215,2020-05-02T02:08:50.079Z,"26km NNW of Truckee, California",earthquake,,4.7,0.58,3,reviewed,nn,nn
2020-05-01T09:51:52.798Z,60.7579,-151.6709,69.4,1.9,ml,,,,0.5,ak,ak0205lx8abh,2020-05-01T10:05:30.715Z,"22km WNW of Nikiski, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-05-01T09:50:54.010Z,35.9990005,-120.5611649,2.49,0.27,md,8,177,0.02246,0.06,nc,nc73378855,2020-05-01T11:40:03.082Z,"16km NW of Parkfield, CA",earthquake,1.3,1.96,,1,automatic,nc,nc
2020-05-01T09:44:18.280Z,52.0426667,-176.1381667,2.93,-0.61,ml,4,130,0.01327,0.12,av,av70891164,2020-05-01T18:05:44.120Z,"40km ENE of Adak, Alaska",earthquake,0.62,0.92,0.165,4,reviewed,av,av
2020-05-01T09:41:50.460Z,52.0373333,-176.1115,-0.56,-0.64,ml,4,150,0.02795,0.07,av,av70891159,2020-05-01T18:04:12.830Z,"41km ENE of Adak, Alaska",earthquake,0.21,0.34,0.106,4,reviewed,av,av
2020-05-01T09:41:34.040Z,52.0368333,-176.113,-1.56,-0.93,ml,4,151,0.02756,0.14,av,av70891154,2020-05-01T18:02:11.240Z,"41km ENE of Adak, Alaska",earthquake,0.29,0.72,0.167,4,reviewed,av,av
2020-05-01T09:38:49.360Z,41.8391667,-112.3628333,9.16,0.5,md,9,143,0.1818,0.16,uu,uu60383072,2020-05-01T15:30:57.470Z,"19km WNW of Garland, Utah",earthquake,0.71,1.57,0.176,4,reviewed,uu,uu
2020-05-01T09:35:35.420Z,52.0488333,-176.1408333,3.57,-0.38,ml,4,128,0.007021,0.2,av,av70891149,2020-05-01T17:59:39.280Z,"40km ENE of Adak, Alaska",earthquake,0.76,1.2,0.121,4,reviewed,av,av
2020-05-01T09:35:03.026Z,60.8511,-139.4226,2.4,1.5,ml,,,,0.64,ak,ak0205lx4qz6,2020-05-01T09:42:43.681Z,"104km W of Haines Junction, Canada",earthquake,,0.3,,,automatic,ak,ak
2020-05-01T09:35:02.880Z,52.0481667,-176.1398333,3.53,-0.41,ml,4,125,0.007915,0.21,av,av70891144,2020-05-01T17:56:36.700Z,"40km ENE of Adak, Alaska",earthquake,0.76,1.23,0.105,4,reviewed,av,av
2020-05-01T09:34:46.220Z,34.019,-117.1026667,16.99,1.51,ml,59,27,0.01831,0.18,ci,ci38475450,2020-05-01T13:12:12.460Z,"6km NW of Calimesa, CA",earthquake,0.2,0.48,0.12,23,reviewed,ci,ci
2020-05-01T09:30:21.370Z,35.8826667,-117.6986667,9.1,1.76,ml,22,73,0.07599,0.1,ci,ci38475442,2020-05-01T16:52:37.880Z,"20km ESE of Little Lake, CA",earthquake,0.18,0.49,0.331,18,reviewed,ci,ci
2020-05-01T09:27:33.450Z,52.0556667,-176.15,3.49,-0.84,ml,4,224,0.002158,0.12,av,av70891139,2020-05-01T17:53:34.750Z,"40km ENE of Adak, Alaska",earthquake,0.62,0.67,0.191,4,reviewed,av,av
2020-05-01T09:27:32.210Z,44.677,-110.055,13.87,0.74,md,7,164,0.09579,0.08,uu,uu60383067,2020-05-01T15:30:26.930Z,"66km ENE of Old Faithful Geyser, Wyoming",earthquake,0.62,0.76,0.313,5,reviewed,uu,uu
2020-05-01T09:23:51.571Z,60.4008,-147.461,35.1,2.4,ml,,,,0.65,ak,ak0205lx2a49,2020-05-01T09:39:27.040Z,"72km ESE of Whittier, Alaska",earthquake,,8.1,,,automatic,ak,ak
2020-05-01T09:23:08.380Z,51.8531667,-177.7763333,8.28,1.56,ml,9,153,0.04558,0.09,av,av62162846,2020-05-01T17:32:57.530Z,"25km E of Tanaga Volcano, Alaska",earthquake,0.53,0.53,0.253,10,reviewed,av,av
2020-05-01T09:17:58.459Z,37.0858,-114.7531,0,1.9,ml,8,150.06,0.399,0.101,nn,nn00724156,2020-05-01T19:44:41.815Z,"46km NNW of Moapa Town, Nevada",earthquake,,0,0.15,5,reviewed,nn,nn
2020-05-01T09:14:04.120Z,52.0578333,-176.1546667,4.19,-0.62,ml,4,231,0.005729,0.18,av,av70891134,2020-05-01T17:50:02.670Z,"39km ENE of Adak, Alaska",earthquake,0.88,0.89,0.101,4,reviewed,av,av
2020-05-01T09:13:38.660Z,17.8985,-66.8716,13,2.66,md,17,234,0.077,0.16,pr,pr2020122007,2020-05-01T09:40:17.900Z,"8km SSE of Guanica, Puerto Rico",earthquake,0.74,0.48,0.31,11,reviewed,pr,pr
2020-05-01T09:13:35.390Z,52.0543333,-176.1465,3.61,-0.57,ml,4,147,0.0005028,0.15,av,av70891129,2020-05-01T17:48:02.040Z,"40km ENE of Adak, Alaska",earthquake,0.84,0.76,0.166,4,reviewed,av,av
2020-05-01T09:13:07.830Z,53.3641667,-167.8046667,10.7,-0.43,ml,5,331,0.07918,0.03,av,av70891094,2020-05-01T17:18:15.940Z,"85km NE of Nikolski, Alaska",earthquake,1.21,0.56,0.277,5,reviewed,av,av
2020-05-01T09:12:00.397Z,-21.3742,-177.8732,386.66,4.4,mb,,121,5.271,0.81,us,us70009858,2020-05-01T09:32:24.040Z,"117km SE of Ndoi Island, Fiji",earthquake,12,6.8,0.041,169,reviewed,us,us
2020-05-01T09:11:37.225Z,61.5499,-141.6675,1.3,1.3,ml,,,,0.37,ak,ak0205lwzofe,2020-05-01T09:18:35.701Z,"147km E of Chitina, Alaska",earthquake,,1,,,automatic,ak,ak
2020-05-01T09:05:35.650Z,33.6645,-116.7691667,12.77,1.65,ml,65,27,0.06534,0.19,ci,ci38475434,2020-05-01T13:12:17.230Z,"10km SSW of Idyllwild, CA",earthquake,0.19,0.38,0.167,26,reviewed,ci,ci
2020-05-01T09:04:08.160Z,33.5013333,-116.509,10.19,0.3,ml,28,57,0.05896,0.14,ci,ci38475426,2020-05-01T16:34:36.702Z,"16km ESE of Anza, CA",earthquake,0.19,0.3,0.151,13,reviewed,ci,ci
2020-05-01T09:03:41.000Z,52.0381667,-176.1118333,-0.39,-0.59,ml,4,147,0.02727,0.07,av,av70891109,2020-05-01T17:35:54.440Z,"41km ENE of Adak, Alaska",earthquake,0.24,0.2,0.177,4,reviewed,av,av
2020-05-01T08:55:57.929Z,36.86366667,-97.45066667,7.64,1.31,ml,26,127,0.1502705118,0.16,ok,ok2020into,2020-05-01T15:41:22.746Z,"16km WNW of Blackwell, Oklahoma",earthquake,,0.7,0.2,7,reviewed,ok,ok
2020-05-01T08:54:32.070Z,54.14,-165.9368333,2.84,-1.23,ml,5,112,0.02204,0.24,av,av70891084,2020-05-01T17:11:41.930Z,"10km W of Akutan, Alaska",earthquake,0.46,1.03,0.356,5,reviewed,av,av
2020-05-01T08:54:00.310Z,54.1425,-165.9318333,3.63,-0.93,ml,7,100,0.02457,0.28,av,av70891079,2020-05-01T17:08:39.270Z,"10km W of Akutan, Alaska",earthquake,0.4,0.79,0.309,6,reviewed,av,av
2020-05-01T08:53:48.100Z,54.1266667,-165.9165,2.5,-1.32,ml,5,167,0.0284,0.18,av,av70891089,2020-05-01T17:13:43.410Z,"9km W of Akutan, Alaska",earthquake,0.56,0.86,0.381,5,reviewed,av,av
2020-05-01T08:46:07.746Z,39.203,-119.6385,0,0.2,ml,3,262.58,0.078,0.1415,nn,nn00724207,2020-05-02T02:08:47.407Z,"5km SW of Dayton, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2020-05-01T08:45:50.960Z,54.1393333,-165.935,3.15,-1.21,ml,5,116,0.02243,0.23,av,av70891074,2020-05-01T17:05:37.460Z,"10km W of Akutan, Alaska",earthquake,0.47,1.15,0.381,5,reviewed,av,av
2020-05-01T08:40:27.100Z,35.9936676,-120.5518341,3.33,0.89,md,15,82,0.01999,0.04,nc,nc73378840,2020-05-01T10:43:02.602Z,"15km NW of Parkfield, CA",earthquake,0.28,0.65,0.17,4,automatic,nc,nc
2020-05-01T08:35:55.355Z,63.5173,-147.4331,23.9,1.4,ml,,,,0.65,ak,ak0205lwjfex,2020-05-01T08:40:27.177Z,"76km E of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-05-01T08:31:27.484Z,61.3559,-151.9717,87.4,1.1,ml,,,,0.6,ak,ak0205lwiiel,2020-05-01T08:36:45.989Z,"82km NNW of Nikiski, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-05-01T08:25:15.792Z,39.189,-119.6471,0,0.1,ml,3,253.8,0.065,0.1686,nn,nn00724206,2020-05-02T02:08:45.982Z,"7km SW of Dayton, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2020-05-01T08:23:35.240Z,46.2858333333333,-122.2025,1.65,0.06,ml,11,140,0.0466,0.13,uw,uw61618456,2020-05-01T19:57:19.690Z,"30km S of Morton, Washington",earthquake,0.43,0.5,0.131522278170119,7,reviewed,uw,uw
2020-05-01T08:12:41.484Z,60.0242,-152.7258,94.7,1.1,ml,,,,0.56,ak,ak0205lweguw,2020-05-01T08:24:52.855Z,"51km S of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
